                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                 1.2299,                 2.0642,                 1.2388,                0.71734,                0.65336,                 0.7645,                0.43748,                 1.5343,                 4.8438,                 1.0398,             0.00068266,             0.00068266,             0.00068266
                     54,                 1.1885,                  1.997,                 1.2137,                0.64468,                0.70646,                0.76748,                0.40373,                  1.481,                 4.8874,                 1.0229,             0.00067178,             0.00067178,             0.00067178
                     55,                  1.161,                 2.0021,                 1.1975,                0.66486,                0.73344,                0.75824,                0.38397,                 1.5028,                  4.885,                 1.0825,             0.00066082,             0.00066082,             0.00066082
                     56,                 1.1809,                 1.9974,                 1.2101,                0.63262,                0.82038,                0.74292,                0.38394,                 1.4914,                  4.854,                 1.0667,             0.00064979,             0.00064979,             0.00064979
                     57,                 1.1828,                 2.0214,                 1.2232,                0.71799,                0.68045,                0.77753,                0.41341,                 1.4713,                 4.5457,                 0.9822,             0.00063867,             0.00063867,             0.00063867
                     58,                 1.1688,                 2.0162,                 1.2107,                0.64541,                0.68807,                0.76963,                0.36862,                 1.5281,                 4.6908,                0.99776,              0.0006275,              0.0006275,              0.0006275
                     59,                 1.1708,                 2.0256,                  1.222,                0.63531,                0.60442,                  0.745,                0.37832,                 1.4765,                 4.4861,                 0.9762,             0.00061626,             0.00061626,             0.00061626
                     60,                 1.1791,                 2.0427,                 1.2417,                0.70059,                0.72587,                0.79046,                0.39448,                 1.6088,                 4.7305,                 1.0388,             0.00060497,             0.00060497,             0.00060497
                     61,                 1.1685,                 1.9795,                 1.1976,                0.69234,                  0.673,                0.83217,                0.44785,                 1.5311,                 4.6592,                 1.0568,             0.00059363,             0.00059363,             0.00059363
                     62,                 1.1575,                 1.9802,                 1.1978,                0.65841,                0.76825,                0.80418,                0.40789,                 1.5255,                 4.5085,                 0.9924,             0.00058225,             0.00058225,             0.00058225
                     63,                 1.1748,                 1.9885,                 1.1926,                 0.6572,                0.80075,                 0.7972,                0.41225,                 1.5173,                 4.8823,                  1.051,             0.00057084,             0.00057084,             0.00057084
                     64,                 1.1274,                 1.9342,                 1.1711,                 0.6453,                0.80876,                0.80229,                0.40851,                 1.5092,                 5.0126,                 1.1302,             0.00055941,             0.00055941,             0.00055941
                     65,                 1.1463,                 1.9543,                 1.1911,                0.74694,                0.69925,                0.74059,                0.40616,                 1.4971,                  4.848,                 1.0644,             0.00054795,             0.00054795,             0.00054795
                     66,                  1.112,                 1.9476,                 1.1666,                0.62548,                0.79354,                0.72751,                0.37104,                 1.5228,                 4.8751,                 1.0734,             0.00053648,             0.00053648,             0.00053648
                     67,                 1.1214,                 1.9169,                 1.1547,                 0.6528,                0.75628,                0.85667,                0.43553,                 1.4926,                 4.8499,                 1.0452,               0.000525,               0.000525,               0.000525
                     68,                 1.1472,                 1.9411,                 1.1894,                0.80001,                 0.6686,                0.79935,                0.43311,                 1.5542,                 5.0032,                 1.0558,             0.00051352,             0.00051352,             0.00051352
                     69,                 1.1168,                 1.9349,                 1.1955,                 0.7203,                0.80155,                0.80736,                0.44876,                 1.5044,                 4.7675,                0.97176,             0.00050205,             0.00050205,             0.00050205
                     70,                 1.1022,                 1.9097,                 1.1644,                0.69938,                0.78931,                0.79179,                0.44444,                 1.5601,                 5.0081,                 1.0931,             0.00049059,             0.00049059,             0.00049059
                     71,                 1.1097,                 1.9147,                 1.1523,                0.66498,                0.80048,                0.79141,                0.39617,                 1.5589,                 4.7053,                  1.116,             0.00047916,             0.00047916,             0.00047916
                     72,                 1.0865,                 1.8977,                 1.1503,                0.72679,                0.77366,                0.76172,                0.42254,                 1.5849,                 5.0081,                 1.1961,             0.00046775,             0.00046775,             0.00046775
                     73,                  1.068,                 1.8927,                 1.1431,                0.77564,                0.67262,                0.79846,                 0.4099,                 1.5385,                 4.9049,                  1.087,             0.00045637,             0.00045637,             0.00045637
                     74,                 1.1087,                 1.8797,                 1.1335,                0.69875,                0.68764,                 0.8458,                0.43884,                 1.4621,                 4.8027,                 1.0308,             0.00044503,             0.00044503,             0.00044503
                     75,                 1.0871,                 1.8667,                 1.1382,                0.64173,                0.78256,                0.78545,                0.38058,                 1.5881,                  5.036,                 1.1437,             0.00043374,             0.00043374,             0.00043374
                     76,                 1.0824,                 1.8691,                 1.1374,                0.84697,                0.68129,                0.81154,                0.42258,                 1.4997,                 5.0703,                 1.0708,              0.0004225,              0.0004225,              0.0004225
