                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.3059,                 2.0419,                 1.2518,                0.61522,                 0.5807,                0.70053,                0.34854,                 1.5852,                 4.9782,                 1.0842,             0.00085679,             0.00085679,             0.00085679
                     36,                 1.3073,                 2.0455,                 1.2648,                0.43489,                0.65102,                0.65852,                0.33124,                 1.5038,                  4.985,                 1.0219,             0.00084848,             0.00084848,             0.00084848
                     37,                  1.356,                 2.0672,                 1.2879,                0.57789,                0.55227,                 0.6975,                0.36262,                  1.619,                 4.8594,                 1.1076,             0.00083998,             0.00083998,             0.00083998
                     38,                 1.3424,                  2.052,                 1.2747,                0.50598,                0.59715,                0.60757,                0.32075,                 1.5519,                 4.7458,                 1.0485,              0.0008313,              0.0008313,              0.0008313
                     39,                 1.3236,                 2.0082,                 1.2341,                0.61957,                 0.6648,                0.74441,                0.43363,                 1.5039,                 4.7072,                0.98276,             0.00082244,             0.00082244,             0.00082244
                     40,                 1.3093,                 2.0404,                 1.2481,                0.54586,                0.73104,                0.70597,                0.39921,                 1.5394,                 5.0604,                0.96993,              0.0008134,              0.0008134,              0.0008134
                     41,                 1.3292,                 2.0344,                 1.2604,                0.65877,                0.65255,                0.70491,                0.36499,                 1.5799,                 4.6643,                0.98858,              0.0008042,              0.0008042,              0.0008042
                     42,                 1.2839,                 2.0121,                 1.2394,                0.69178,                0.65532,                0.72513,                0.41464,                 1.5345,                 4.9947,                 1.0473,             0.00079483,             0.00079483,             0.00079483
                     43,                 1.2947,                  2.082,                 1.2672,                0.58222,                0.64804,                 0.7275,                0.37895,                 1.5847,                 4.8609,                 1.0913,             0.00078531,             0.00078531,             0.00078531
                     44,                 1.2567,                 2.0018,                 1.2387,                0.69376,                0.63392,                0.73394,                0.40568,                 1.5439,                  4.955,                 1.0647,             0.00077563,             0.00077563,             0.00077563
                     45,                 1.2833,                 2.0454,                 1.2584,                0.66867,                0.62794,                0.71825,                0.39465,                 1.5455,                 4.7323,                0.99315,             0.00076581,             0.00076581,             0.00076581
                     46,                 1.2686,                 1.9965,                  1.236,                0.43659,                0.61226,                0.58252,                0.30708,                 1.5636,                  4.703,                 1.0206,             0.00075584,             0.00075584,             0.00075584
                     47,                 1.2447,                 1.9857,                 1.2251,                 0.5139,                0.72512,                0.68869,                0.37451,                 1.5329,                 4.6458,                 1.0592,             0.00074574,             0.00074574,             0.00074574
                     48,                 1.2498,                 2.0136,                 1.2313,                0.59528,                0.70233,                0.71723,                0.39955,                 1.5729,                 4.6539,                 1.0086,             0.00073552,             0.00073552,             0.00073552
                     49,                 1.2228,                 1.9886,                 1.2175,                0.75076,                  0.481,                0.64785,                 0.3349,                 1.5908,                 4.7718,                 1.0797,             0.00072517,             0.00072517,             0.00072517
                     50,                 1.2403,                 2.0087,                 1.2415,                0.56029,                0.73544,                 0.7475,                0.36869,                 1.5312,                 4.7394,                0.99526,              0.0007147,              0.0007147,              0.0007147
                     51,                 1.2457,                 2.0048,                 1.2224,                0.58427,                0.73142,                0.72743,                0.39051,                 1.5205,                 4.8907,                  1.014,             0.00070412,             0.00070412,             0.00070412
                     52,                 1.2302,                 2.0123,                 1.2451,                 0.6183,                0.76486,                0.68214,                0.34656,                  1.549,                 4.9213,                 1.0587,             0.00069344,             0.00069344,             0.00069344
                     53,                 1.2151,                 2.0471,                 1.2355,                0.66566,                0.74253,                0.77628,                0.38701,                 1.4649,                 4.9347,                 1.0329,             0.00068266,             0.00068266,             0.00068266
                     54,                 1.1956,                 2.0206,                  1.216,                0.68394,                0.63782,                0.71701,                0.39619,                 1.4791,                 5.0376,                 1.0215,             0.00067178,             0.00067178,             0.00067178
                     55,                   1.19,                 2.0301,                 1.2225,                0.60922,                0.72781,                0.70951,                0.39637,                 1.4837,                 4.9781,                 1.0145,             0.00066082,             0.00066082,             0.00066082
                     56,                 1.1673,                 2.0156,                 1.2178,                 0.6031,                0.72196,                0.73147,                0.37045,                 1.5302,                 5.0987,                 1.0868,             0.00064979,             0.00064979,             0.00064979
                     57,                  1.173,                 1.9996,                 1.2339,                0.61565,                  0.711,                0.73916,                0.39406,                 1.4655,                 4.8711,                0.95051,             0.00063867,             0.00063867,             0.00063867
                     58,                 1.1641,                 2.0012,                 1.2095,                0.64691,                0.70192,                0.75435,                0.36997,                 1.5618,                 5.0782,                 1.0665,              0.0006275,              0.0006275,              0.0006275
                     59,                 1.1619,                 2.0365,                 1.2232,                0.65793,                 0.5965,                0.74638,                0.36801,                 1.5264,                 5.0235,                 1.1257,             0.00061626,             0.00061626,             0.00061626
                     60,                 1.1698,                 2.0403,                 1.2328,                0.62704,                0.64324,                0.63147,                0.31389,                 1.6015,                 4.9105,                 1.1675,             0.00060497,             0.00060497,             0.00060497
                     61,                 1.1679,                 1.9518,                 1.1874,                0.42529,                0.71182,                0.60233,                0.33113,                 1.5336,                  5.037,                  1.099,             0.00059363,             0.00059363,             0.00059363
                     62,                 1.1462,                 1.9808,                  1.182,                0.66559,                0.70541,                0.77995,                0.42784,                 1.5207,                 4.6513,                 1.0112,             0.00058225,             0.00058225,             0.00058225
                     63,                 1.1379,                 2.0027,                 1.1995,                0.61363,                0.74054,                0.74864,                0.40096,                 1.5918,                 4.8368,                 1.0711,             0.00057084,             0.00057084,             0.00057084
                     64,                 1.1223,                 1.9839,                 1.1983,                0.60736,                0.69875,                0.78631,                0.42115,                 1.5654,                 4.9901,                 1.0747,             0.00055941,             0.00055941,             0.00055941
                     65,                 1.1604,                 1.9784,                 1.2038,                0.62659,                0.69017,                0.74979,                0.40792,                 1.5679,                 5.0401,                 1.1344,             0.00054795,             0.00054795,             0.00054795
                     66,                 1.1164,                 1.9717,                 1.1861,                 0.5422,                0.69877,                0.76011,                0.38229,                 1.6461,                    4.8,                 1.0689,             0.00053648,             0.00053648,             0.00053648
                     67,                 1.1108,                 1.9329,                 1.1582,                0.58745,                0.65269,                0.72605,                 0.4131,                 1.6288,                 4.6252,                 1.0163,               0.000525,               0.000525,               0.000525
                     68,                 1.1417,                 1.9667,                  1.188,                0.68204,                0.71168,                0.76789,                0.38471,                  1.662,                 4.7882,                  0.997,             0.00051352,             0.00051352,             0.00051352
                     69,                 1.0934,                 1.9356,                 1.1785,                 0.6521,                0.75063,                0.76674,                0.39454,                 1.5526,                 5.0592,                 1.0007,             0.00050205,             0.00050205,             0.00050205
